Id,Geographic Code,Geographic Value,Year,Sex,Rate,Low,High
25277435,COUNTRY,Brazil,2019,Both sexes,33870.72,30947.9,36609.64
25277436,COUNTRY,Brazil,2016,Both sexes,41007,38526.55,43418.61
25277437,COUNTRY,Brazil,2011,Male,39535.38,37597.68,41473.41
25277438,COUNTRY,Brazil,2018,Male,29721.33,27582.06,31713.27
25277439,COUNTRY,Brazil,2012,Male,40306.31,38370.36,42248.06
25277440,COUNTRY,Brazil,2019,Female,5999.416,5452.923,6629.472
25277441,COUNTRY,Brazil,2013,Male,37990.42,36118.04,39880.07
25277442,COUNTRY,Brazil,2008,Female,8123.738,7554.062,8689.132
25277443,COUNTRY,Brazil,2006,Male,33320.69,31606.35,35061.5
25277444,COUNTRY,Brazil,2006,Both sexes,41075,38807.93,43363.53
25277445,COUNTRY,Brazil,2004,Male,33061.76,31316.52,34808
25277446,COUNTRY,Brazil,2005,Female,8060.771,7495.679,8627.48
25277447,COUNTRY,Brazil,2001,Male,28853.19,27161.28,30535.11
25277448,COUNTRY,Brazil,2008,Both sexes,43304,40958.48,45629.3
25277449,COUNTRY,Brazil,2002,Male,30799.99,29081.24,32558.07
25277450,COUNTRY,Brazil,2019,Male,27871.3,25494.97,29980.17
25277451,COUNTRY,Brazil,2009,Male,34913.12,33163.62,36620.45
25277452,COUNTRY,Brazil,2009,Female,8104.884,7538.773,8652.447
25277453,COUNTRY,Brazil,2009,Both sexes,43018,40702.39,45272.9
25277454,COUNTRY,Brazil,2018,Both sexes,35857.1,33204.82,38402.96
25277455,COUNTRY,Brazil,2018,Female,6135.77,5622.757,6689.684
25277456,COUNTRY,Brazil,2014,Male,39122.4,37134.2,41100.95
25277457,COUNTRY,Brazil,2008,Male,35180.26,33404.42,36940.16
25278298,COUNTRY,Barbados,2017,Male,17.85827,12.54177,23.99703
25278299,COUNTRY,Barbados,2019,Male,17.47532,11.36591,24.39487
25278300,COUNTRY,Barbados,2016,Male,11.75176,8.42413,15.59594
25278301,COUNTRY,Barbados,2010,Female,4.56791,3.30097,6.13272
25278302,COUNTRY,Barbados,2015,Female,10.08806,7.04635,13.7797
25278303,COUNTRY,Barbados,2007,Both sexes,28.03633,21.35257,35.97477
25278304,COUNTRY,Barbados,2002,Both sexes,31,23.75591,39.55822
25278305,COUNTRY,Barbados,2005,Female,3.32287,2.42924,4.42163
25278306,COUNTRY,Barbados,2007,Female,7.31297,5.41625,9.70469
25278307,COUNTRY,Barbados,2017,Both sexes,24.32041,16.93577,33.03207
25278308,COUNTRY,Barbados,2010,Male,20.43209,15.67398,26.14616
25278309,COUNTRY,Barbados,2014,Both sexes,24,17.66178,31.47857
25278310,COUNTRY,Barbados,2002,Male,27.65016,21.33383,35.05423
25278311,COUNTRY,Barbados,2018,Male,17.60764,11.63855,24.24946
25278312,COUNTRY,Barbados,2003,Female,3.76374,2.69887,5.03413
25278313,COUNTRY,Barbados,2013,Male,32.07024,24.25888,41.07342
25278314,COUNTRY,Barbados,2011,Female,8.57484,6.25412,11.42587
25278315,COUNTRY,Barbados,2012,Male,28.61015,21.72757,36.37777
25278316,COUNTRY,Barbados,2016,Both sexes,16,11.36562,21.44934
25278317,COUNTRY,Barbados,2012,Female,13.38985,9.75475,17.7679
25278318,COUNTRY,Barbados,2011,Both sexes,31,23.38278,39.81591
25278319,COUNTRY,Barbados,2008,Both sexes,17,12.87958,21.93218
25278320,COUNTRY,Barbados,2014,Female,6.42852,4.57032,8.67654
25278321,COUNTRY,Barbados,2009,Male,21.88072,16.76454,27.81943
25278322,COUNTRY,Barbados,2018,Both sexes,23.88964,15.70725,33.22515
25278323,COUNTRY,Barbados,2001,Male,21.0715,16.12494,26.71427
25278324,COUNTRY,Barbados,2012,Both sexes,42,31.48233,54.14567
25278325,COUNTRY,Barbados,2017,Female,6.46214,4.394,9.03504
25278326,COUNTRY,Barbados,2008,Male,12.20487,9.32826,15.57577
25278327,COUNTRY,Barbados,2001,Both sexes,23.55018,17.95379,29.9999
25278328,COUNTRY,Barbados,2019,Female,5.98856,3.83877,8.66093
25278329,COUNTRY,Barbados,2004,Male,40.59578,31.38581,51.31212
25278330,COUNTRY,Barbados,2004,Both sexes,46,35.30863,58.49938
25278331,COUNTRY,Barbados,2015,Male,27.92275,20.48473,36.6764
25278332,COUNTRY,Barbados,2000,Male,34.58594,26.61015,43.588
25278333,COUNTRY,Barbados,2004,Female,5.40422,3.92282,7.18726
25278334,COUNTRY,Barbados,2003,Male,28.23626,21.69205,35.79916
25278335,COUNTRY,Barbados,2013,Female,8.02308,5.82839,10.73126
25278336,COUNTRY,Barbados,2003,Both sexes,32,24.39092,40.83329
25278337,COUNTRY,Barbados,2008,Female,4.79513,3.55132,6.35642
25278338,COUNTRY,Barbados,2016,Female,4.24824,2.94149,5.8534
25278339,COUNTRY,Barbados,2000,Female,5.0112,3.70873,6.6157
25278340,COUNTRY,Barbados,2000,Both sexes,39.59714,30.31888,50.20369
25278341,COUNTRY,Barbados,2006,Male,17.00153,13.11623,21.52811
25278342,COUNTRY,Barbados,2001,Female,2.47869,1.82884,3.28562
25278343,COUNTRY,Barbados,2010,Both sexes,25,18.97495,32.27888
25278344,COUNTRY,Barbados,2006,Both sexes,22,16.83616,28.12549
25278345,COUNTRY,Barbados,2015,Both sexes,38.01081,27.53108,50.4561
25278346,COUNTRY,Barbados,2014,Male,17.57149,13.09146,22.80203
25278347,COUNTRY,Barbados,2007,Male,20.72337,15.93633,26.27007
25278348,COUNTRY,Barbados,2018,Female,6.28199,4.0687,8.9757
25278349,COUNTRY,Barbados,2006,Female,4.99848,3.71993,6.59738
25278350,COUNTRY,Barbados,2013,Both sexes,40.09332,30.08727,51.80468
25278351,COUNTRY,Barbados,2009,Both sexes,26,19.79926,33.17695
25278352,COUNTRY,Barbados,2011,Male,22.42516,17.12866,28.39004
25278353,COUNTRY,Barbados,2019,Both sexes,23.46389,15.20468,33.0558
25278354,COUNTRY,Barbados,2005,Both sexes,24,18.29512,30.74775
25278355,COUNTRY,Barbados,2002,Female,3.34984,2.42209,4.50399
25278356,COUNTRY,Barbados,2009,Female,4.11928,3.03472,5.35752
25278357,COUNTRY,Barbados,2005,Male,20.67713,15.86588,26.32612
25279198,COUNTRY,Brunei Darussalam,2018,Female,5.54014,3.6657,7.93989
25279199,COUNTRY,Brunei Darussalam,2012,Male,26.00564,19.06536,35.63559
25279200,COUNTRY,Brunei Darussalam,2008,Male,30.67988,23.29009,40.68766
25279201,COUNTRY,Brunei Darussalam,2007,Female,17.45337,12.04477,24.33191
25279202,COUNTRY,Brunei Darussalam,2013,Male,30.76624,22.70538,42.3736
25279203,COUNTRY,Brunei Darussalam,2016,Female,6.64699,4.40634,9.52219
25279204,COUNTRY,Brunei Darussalam,2000,Both sexes,53,40.19049,67.73542
25279205,COUNTRY,Brunei Darussalam,2018,Male,27.74206,19.3175,39.4979
25279206,COUNTRY,Brunei Darussalam,2011,Both sexes,48,35.02289,65.27775
25279207,COUNTRY,Brunei Darussalam,2009,Female,10.65067,7.4392,14.56374
25279208,COUNTRY,Brunei Darussalam,2014,Male,26.09291,18.90473,36.54912
25279209,COUNTRY,Brunei Darussalam,2017,Both sexes,34.27687,23.89489,48.74292
25279210,COUNTRY,Brunei Darussalam,2005,Male,39.73274,30.54464,51.25397
25279211,COUNTRY,Brunei Darussalam,2016,Both sexes,38,26.63059,54.11
25279212,COUNTRY,Brunei Darussalam,2002,Both sexes,52,39.36537,67.0355
25279213,COUNTRY,Brunei Darussalam,2011,Female,13.99292,9.77078,19.23783
25279214,COUNTRY,Brunei Darussalam,2015,Male,28.67065,20.67107,40.44155
25279215,COUNTRY,Brunei Darussalam,2008,Female,9.32012,6.46901,12.98818
25279216,COUNTRY,Brunei Darussalam,2001,Male,51.8126,40.05806,65.5953
25279217,COUNTRY,Brunei Darussalam,2003,Female,8.00296,5.51771,11.11999
25279218,COUNTRY,Brunei Darussalam,2010,Female,6.94706,4.83775,9.48629
25279219,COUNTRY,Brunei Darussalam,2004,Male,33.48658,25.7769,43.15401
25279220,COUNTRY,Brunei Darussalam,2004,Both sexes,45,33.64071,59.2395
25279221,COUNTRY,Brunei Darussalam,2004,Female,11.51342,7.86381,16.08549
25279222,COUNTRY,Brunei Darussalam,2010,Male,23.05294,17.25371,31.03524
25279223,COUNTRY,Brunei Darussalam,2009,Male,33.34933,24.84216,44.87648
25279224,COUNTRY,Brunei Darussalam,2006,Male,33.99397,26.05782,44.4083
25279225,COUNTRY,Brunei Darussalam,2001,Female,14.1874,9.66907,19.73797
25279226,COUNTRY,Brunei Darussalam,2016,Male,31.35301,22.22425,44.58781
25279227,COUNTRY,Brunei Darussalam,2002,Female,11.73257,8.11597,16.28085
25279228,COUNTRY,Brunei Darussalam,2006,Female,13.00603,8.80958,18.36716
25279229,COUNTRY,Brunei Darussalam,2006,Both sexes,47,34.86741,62.77546
25279230,COUNTRY,Brunei Darussalam,2000,Male,42.18119,32.8602,52.59654
25279231,COUNTRY,Brunei Darussalam,2019,Male,27.57488,18.94719,39.35521
25279232,COUNTRY,Brunei Darussalam,2015,Female,8.32935,5.62141,11.81934
25279233,COUNTRY,Brunei Darussalam,2000,Female,10.81881,7.33029,15.13888
25279234,COUNTRY,Brunei Darussalam,2003,Male,22.99704,17.72509,29.34311
25279235,COUNTRY,Brunei Darussalam,2001,Both sexes,66,49.72714,85.33326
25279236,COUNTRY,Brunei Darussalam,2012,Female,9.99436,6.80677,14.17439
25279237,COUNTRY,Brunei Darussalam,2012,Both sexes,36,25.87212,49.80998
25279238,COUNTRY,Brunei Darussalam,2003,Both sexes,31,23.24281,40.4631
25279239,COUNTRY,Brunei Darussalam,2002,Male,40.26743,31.2494,50.75465
25279240,COUNTRY,Brunei Darussalam,2005,Female,12.94358,8.95643,17.95867
25279241,COUNTRY,Brunei Darussalam,2014,Both sexes,35,24.90179,49.2679
25279242,COUNTRY,Brunei Darussalam,2017,Female,6.62637,4.34593,9.52007
25279243,COUNTRY,Brunei Darussalam,2005,Both sexes,52.67633,39.50107,69.21264
25279244,COUNTRY,Brunei Darussalam,2009,Both sexes,44,32.28136,59.44022
25279245,COUNTRY,Brunei Darussalam,2015,Both sexes,37,26.29248,52.26089
25279246,COUNTRY,Brunei Darussalam,2010,Both sexes,30,22.09146,40.52153
25279247,COUNTRY,Brunei Darussalam,2019,Female,4.72666,3.08908,6.85941
25279248,COUNTRY,Brunei Darussalam,2013,Female,8.23376,5.56247,11.76287
25279249,COUNTRY,Brunei Darussalam,2018,Both sexes,33.28219,22.98321,47.43779
25279250,COUNTRY,Brunei Darussalam,2017,Male,27.6505,19.54896,39.22285
25279251,COUNTRY,Brunei Darussalam,2011,Male,34.00708,25.25211,46.03992
25279252,COUNTRY,Brunei Darussalam,2019,Both sexes,32.30153,22.03627,46.21462
25279253,COUNTRY,Brunei Darussalam,2013,Both sexes,39,28.26785,54.13647
25279254,COUNTRY,Brunei Darussalam,2014,Female,8.90709,5.99705,12.71879
25279255,COUNTRY,Brunei Darussalam,2007,Male,48.54663,37.09035,63.54674
25279256,COUNTRY,Brunei Darussalam,2007,Both sexes,66,49.13512,87.87866
25279257,COUNTRY,Brunei Darussalam,2008,Both sexes,40,29.7591,53.67584
25280098,COUNTRY,Bhutan,2018,Male,87.08237,75.47365,98.70082
25280099,COUNTRY,Bhutan,2017,Both sexes,116.8752,101.4435,132.1376
25280100,COUNTRY,Bhutan,2002,Female,24.06552,21.13864,27.31762
25280101,COUNTRY,Bhutan,2000,Male,45.33129,39.41851,51.24407
25280102,COUNTRY,Bhutan,2005,Female,26.15625,23.14978,28.86206
25280103,COUNTRY,Bhutan,2009,Female,26.32934,23.46745,29.47741
25280104,COUNTRY,Bhutan,2019,Female,34.02809,29.44863,38.66446
25280105,COUNTRY,Bhutan,2008,Male,72.38283,64.57684,80.89846
25280106,COUNTRY,Bhutan,2013,Both sexes,84,73,94
25280107,COUNTRY,Bhutan,2017,Female,32.17329,27.92526,36.3747
25280108,COUNTRY,Bhutan,2002,Male,49.93448,43.86136,56.68238
25280109,COUNTRY,Bhutan,2014,Male,61.5272,53.56485,68.76569
25280110,COUNTRY,Bhutan,2003,Both sexes,78,69,87
25280111,COUNTRY,Bhutan,2015,Both sexes,110,96,124
25280112,COUNTRY,Bhutan,2018,Female,33.06447,28.65673,37.4759
25280113,COUNTRY,Bhutan,2009,Both sexes,92,82,103
25280114,COUNTRY,Bhutan,2016,Female,38.39229,33.42063,43.36395
25280115,COUNTRY,Bhutan,2017,Male,84.70193,73.51824,95.76289
25280116,COUNTRY,Bhutan,2002,Both sexes,74,65,84
25280117,COUNTRY,Bhutan,2010,Female,26.58015,23.72207,29.72404
25280118,COUNTRY,Bhutan,2001,Female,24.28573,20.91271,27.32145
25280119,COUNTRY,Bhutan,2003,Female,24.70962,21.85851,27.56073
25280120,COUNTRY,Bhutan,2006,Male,62.41622,55.32347,69.50897
25280121,COUNTRY,Bhutan,2013,Female,23.38151,20.31965,26.16503
25280122,COUNTRY,Bhutan,2016,Male,100.6077,87.57937,113.636
25280123,COUNTRY,Bhutan,2001,Male,47.71427,41.08729,53.67855
25280124,COUNTRY,Bhutan,2015,Male,79.42473,69.31613,89.53334
25280125,COUNTRY,Bhutan,2008,Female,29.61717,26.42316,33.10154
25280126,COUNTRY,Bhutan,2018,Both sexes,120.1468,104.1304,136.1767
25280127,COUNTRY,Bhutan,2011,Male,83.08681,73.05909,92.39827
25280128,COUNTRY,Bhutan,2016,Both sexes,139,121,157
25280129,COUNTRY,Bhutan,2019,Male,89.44299,77.40584,101.6297
25280130,COUNTRY,Bhutan,2006,Both sexes,88,78,98
25280131,COUNTRY,Bhutan,2011,Female,32.91319,28.94091,36.60173
25280132,COUNTRY,Bhutan,2007,Female,25.89221,22.94992,28.83451
25280133,COUNTRY,Bhutan,2003,Male,53.29038,47.14149,59.43927
25280134,COUNTRY,Bhutan,2006,Female,25.58378,22.67653,28.49103
25280135,COUNTRY,Bhutan,2013,Male,60.61849,52.68035,67.83497
25280136,COUNTRY,Bhutan,2001,Both sexes,72,62,81
25280137,COUNTRY,Bhutan,2004,Female,25.88393,22.80251,28.65721
25280138,COUNTRY,Bhutan,2011,Both sexes,116,102,129
25280139,COUNTRY,Bhutan,2004,Both sexes,84,74,93
25280140,COUNTRY,Bhutan,2004,Male,58.11607,51.19749,64.34279
25280141,COUNTRY,Bhutan,2019,Both sexes,123.4711,106.8545,140.2942
25280142,COUNTRY,Bhutan,2007,Male,62.10779,55.05008,69.16549
25280143,COUNTRY,Bhutan,2015,Female,30.57527,26.68387,34.46666
25280144,COUNTRY,Bhutan,2005,Male,60.84375,53.85022,67.13794
25280145,COUNTRY,Bhutan,2000,Female,23.66871,20.58149,26.75593
25280146,COUNTRY,Bhutan,2012,Both sexes,107,94,120
25280147,COUNTRY,Bhutan,2012,Female,30.03346,26.38454,33.68239
25280148,COUNTRY,Bhutan,2008,Both sexes,102,91,114
25280149,COUNTRY,Bhutan,2007,Both sexes,88,78,98
25280150,COUNTRY,Bhutan,2009,Male,65.67066,58.53255,73.52259
25280151,COUNTRY,Bhutan,2010,Male,66.41985,59.27793,74.27596
25280152,COUNTRY,Bhutan,2010,Both sexes,93,83,104
25280153,COUNTRY,Bhutan,2005,Both sexes,87,77,96
25280154,COUNTRY,Bhutan,2012,Male,76.96654,67.61546,86.31761
25280155,COUNTRY,Bhutan,2014,Female,23.4728,20.43515,26.23431
25280156,COUNTRY,Bhutan,2014,Both sexes,85,74,95
25280157,COUNTRY,Bhutan,2000,Both sexes,69,60,78
25280998,COUNTRY,Botswana,2015,Male,340.7168,296.022,384.7639
25280999,COUNTRY,Botswana,2000,Female,104.6144,89.78247,119.4463
25281000,COUNTRY,Botswana,2016,Female,189.4657,164.6758,214.6097
25281001,COUNTRY,Botswana,2005,Male,340.7147,292.2575,389.1719
25281002,COUNTRY,Botswana,2014,Male,331.4256,288.8512,374.0001
25281003,COUNTRY,Botswana,2016,Both sexes,535,465,606
25281004,COUNTRY,Botswana,2008,Female,130.4299,112.4396,148.4203
25281005,COUNTRY,Botswana,2007,Female,131.8267,113.79,149.8633
25281006,COUNTRY,Botswana,2015,Both sexes,526,457,594
25281007,COUNTRY,Botswana,2011,Both sexes,480.2188,413.6046,546.833
25281008,COUNTRY,Botswana,2019,Both sexes,608.4657,530.868,686.851
25281009,COUNTRY,Botswana,2018,Female,203.6498,177.5151,230.0338
25281010,COUNTRY,Botswana,2010,Male,334.2752,289.3829,379.8582
25281011,COUNTRY,Botswana,2011,Female,152.5203,131.3633,173.6774
25281012,COUNTRY,Botswana,2003,Both sexes,550.2637,473.207,627.3204
25281013,COUNTRY,Botswana,2003,Male,433.1766,372.5163,493.8369
25281014,COUNTRY,Botswana,2017,Both sexes,551.8308,480.5709,623.7271
25281015,COUNTRY,Botswana,2002,Female,109.169,93.63343,124.7046
25281016,COUNTRY,Botswana,2017,Female,195.4023,170.1693,220.8606
25281017,COUNTRY,Botswana,2010,Both sexes,480.0001,415.5373,545.4547
25281018,COUNTRY,Botswana,2010,Female,145.7249,126.1544,165.5965
25281019,COUNTRY,Botswana,2001,Both sexes,521.0228,447.723,594.3226
25281020,COUNTRY,Botswana,2017,Male,356.4285,310.4016,402.8665
25281021,COUNTRY,Botswana,2015,Female,185.2832,160.978,209.2361
25281022,COUNTRY,Botswana,2006,Both sexes,452.7909,389.5188,516.063
25281023,COUNTRY,Botswana,2000,Both sexes,523.1881,449.0121,597.3641
25281024,COUNTRY,Botswana,2004,Female,117.5594,101.4281,133.6907
25281025,COUNTRY,Botswana,2018,Male,375.8635,327.6283,424.5588
25281026,COUNTRY,Botswana,2002,Male,404.8215,347.2123,462.4307
25281027,COUNTRY,Botswana,2005,Both sexes,445.6124,382.2364,508.9884
25281028,COUNTRY,Botswana,2011,Male,327.6985,282.2413,373.1556
25281029,COUNTRY,Botswana,2005,Female,104.8977,89.97894,119.8165
25281030,COUNTRY,Botswana,2004,Male,408.7321,352.6467,464.8175
25281031,COUNTRY,Botswana,2006,Male,342.6371,294.7576,390.5165
25281032,COUNTRY,Botswana,2008,Both sexes,458.3592,395.1373,521.5812
25281033,COUNTRY,Botswana,2006,Female,110.1539,94.76118,125.5465
25281034,COUNTRY,Botswana,2003,Female,117.0871,100.6907,133.4835
25281035,COUNTRY,Botswana,2016,Male,345.5343,300.3242,391.3903
25281036,COUNTRY,Botswana,2004,Both sexes,526.2915,454.0748,598.5082
25281037,COUNTRY,Botswana,2002,Both sexes,513.9905,440.8457,587.1353
25281038,COUNTRY,Botswana,2000,Male,418.5737,359.2296,477.9178
25281039,COUNTRY,Botswana,2001,Male,413.4227,355.2606,471.5848
25281040,COUNTRY,Botswana,2009,Both sexes,469.4753,407.208,532.7309
25281041,COUNTRY,Botswana,2009,Male,331.42380000000003,287.4665,376.0788
25281042,COUNTRY,Botswana,2012,Both sexes,431.538,375.0751,489.0092
25281043,COUNTRY,Botswana,2008,Male,327.9293,282.6977,373.1609
25281044,COUNTRY,Botswana,2013,Male,286.8208,248.8886,325.4185
25281045,COUNTRY,Botswana,2013,Female,144.1792,125.1114,163.5815
25281046,COUNTRY,Botswana,2012,Female,141.0342,122.5811,159.8168
25281047,COUNTRY,Botswana,2009,Female,138.0515,119.7415,156.6521
25281048,COUNTRY,Botswana,2018,Both sexes,579.5133,505.1433,654.5927
25281049,COUNTRY,Botswana,2014,Both sexes,506,441,571
25281050,COUNTRY,Botswana,2001,Female,107.6001,92.46243,122.7377
25281051,COUNTRY,Botswana,2019,Male,396.4841,345.9205,447.561
25281052,COUNTRY,Botswana,2019,Female,211.9815,184.9475,239.29
25281053,COUNTRY,Botswana,2007,Male,357.4625,308.5542,406.3709
25281054,COUNTRY,Botswana,2007,Both sexes,489.2892,422.3442,556.2342
25281055,COUNTRY,Botswana,2013,Both sexes,431,374,489
25281056,COUNTRY,Botswana,2012,Male,290.5038,252.494,329.1924
25281057,COUNTRY,Botswana,2014,Female,174.5744,152.1488,196.9999
25281898,COUNTRY,Central African Republic,2018,Female,533.8597,420.7449,650.6634
25281899,COUNTRY,Central African Republic,2016,Male,1050.42,822.8065,1282.111
25281900,COUNTRY,Central African Republic,2012,Male,870.0734,672.6005,1068.209
25281901,COUNTRY,Central African Republic,2018,Both sexes,1678.297,1322.697,2045.493
25281902,COUNTRY,Central African Republic,2017,Both sexes,1624.657,1276.355,1981.05
25281903,COUNTRY,Central African Republic,2002,Both sexes,1202,919,1485
25281904,COUNTRY,Central African Republic,2019,Female,566.346,447.7658,689.9321
25281905,COUNTRY,Central African Republic,2009,Both sexes,1389.46,1069.457,1710.505
25281906,COUNTRY,Central African Republic,2002,Male,779.884,596.2673,963.5006
25281907,COUNTRY,Central African Republic,2010,Male,880.8139,673.6022,1087.368
25281908,COUNTRY,Central African Republic,2019,Both sexes,1789.841,1415.089,2180.415
25281909,COUNTRY,Central African Republic,2001,Both sexes,1188,904,1471
25281910,COUNTRY,Central African Republic,2013,Both sexes,1480,1150,1811
25281911,COUNTRY,Central African Republic,2006,Female,507.0444,392.0367,622.4408
25281912,COUNTRY,Central African Republic,2000,Both sexes,1177,893,1461
25281913,COUNTRY,Central African Republic,2016,Female,495.5798,388.1935,604.8895
25281914,COUNTRY,Central African Republic,2001,Female,421.0194,320.3717,521.3127
25281915,COUNTRY,Central African Republic,2005,Male,850.0206,656.8341,1043.862
25281916,COUNTRY,Central African Republic,2011,Female,455.3248,351.27,559.0395
25281917,COUNTRY,Central African Republic,2008,Female,513.3613,397.1285,629.9815
25281918,COUNTRY,Central African Republic,2007,Male,858.4476,663.7616,1053.134
25281919,COUNTRY,Central African Republic,2013,Female,485.9331,377.5832,594.6114
25281920,COUNTRY,Central African Republic,2008,Both sexes,1381.032,1068.346,1694.761
25281921,COUNTRY,Central African Republic,2013,Male,994.0669,772.4168,1216.389
25281922,COUNTRY,Central African Republic,2009,Female,515.6497,396.8916,634.7945
25281923,COUNTRY,Central African Republic,2014,Both sexes,1503.519,1170.962,1837.078
25281924,COUNTRY,Central African Republic,2011,Both sexes,1339,1033,1644
25281925,COUNTRY,Central African Republic,2012,Both sexes,1313,1015,1612
25281926,COUNTRY,Central African Republic,2014,Male,1013.586,789.3951,1238.452
25281927,COUNTRY,Central African Republic,2008,Male,867.671,671.2172,1064.78
25281928,COUNTRY,Central African Republic,2003,Male,814.4977,624.535,1003.81
25281929,COUNTRY,Central African Republic,2003,Both sexes,1301.223,997.7428,1603.664
25281930,COUNTRY,Central African Republic,2015,Female,498.8111,389.1249,608.4974
25281931,COUNTRY,Central African Republic,2000,Female,423.824,321.5589,526.0891
25281932,COUNTRY,Central African Republic,2011,Male,883.6752,681.73,1084.96
25281933,COUNTRY,Central African Republic,2001,Male,766.9806,583.6283,949.6873
25281934,COUNTRY,Central African Republic,2004,Female,493.2967,379.9614,606.632
25281935,COUNTRY,Central African Republic,2005,Female,497.347,384.3136,610.7636
25281936,COUNTRY,Central African Republic,2018,Male,1144.437,901.9523,1394.83
25281937,COUNTRY,Central African Republic,2002,Female,422.116,322.7327,521.4994
25281938,COUNTRY,Central African Republic,2009,Male,873.81,672.565,1075.711
25281939,COUNTRY,Central African Republic,2015,Male,1029.189,802.8751,1255.503
25281940,COUNTRY,Central African Republic,2010,Both sexes,1339,1024,1653
25281941,COUNTRY,Central African Republic,2006,Male,852.807,659.3734,1046.894
25281942,COUNTRY,Central African Republic,2007,Both sexes,1370.766,1059.892,1681.64
25281943,COUNTRY,Central African Republic,2006,Both sexes,1359.851,1051.41,1669.335
25281944,COUNTRY,Central African Republic,2017,Female,521.7639,409.9056,636.2208
25281945,COUNTRY,Central African Republic,2019,Male,1223.495,967.3228,1490.483
25281946,COUNTRY,Central African Republic,2004,Both sexes,1332.453,1026.321,1638.585
25281947,COUNTRY,Central African Republic,2017,Male,1102.893,866.4494,1344.829
25281948,COUNTRY,Central African Republic,2010,Female,458.1861,350.3978,565.6323
25281949,COUNTRY,Central African Republic,2003,Female,486.7251,373.2078,599.8537
25281950,COUNTRY,Central African Republic,2016,Both sexes,1546,1211,1887
25281951,COUNTRY,Central African Republic,2005,Both sexes,1347.368,1041.148,1654.626
25281952,COUNTRY,Central African Republic,2007,Female,512.3188,396.1308,628.5068
25281953,COUNTRY,Central African Republic,2014,Female,489.9332,381.5669,598.6259
25281954,COUNTRY,Central African Republic,2004,Male,839.1561,646.3593,1031.953
25281955,COUNTRY,Central African Republic,2000,Male,753.176,571.4411,934.9109
25281956,COUNTRY,Central African Republic,2012,Female,442.9266,342.3995,543.7911
25281957,COUNTRY,Central African Republic,2015,Both sexes,1528,1192,1864
25282798,COUNTRY,Canada,2011,Both sexes,2189,1892.481,2499.982
25282799,COUNTRY,Canada,2015,Female,586.6296,474.1714,711.4741
25282800,COUNTRY,Canada,2008,Female,813.5026,704.6552,933.2548
25282801,COUNTRY,Canada,2015,Male,1486.37,1236.788,1758.815
25282802,COUNTRY,Canada,2010,Female,792.2983,676.8135,916.3285
25282803,COUNTRY,Canada,2017,Male,1427.932,1136.591,1753.784
25282804,COUNTRY,Canada,2004,Female,860.1418,748.245,982.8289
25282805,COUNTRY,Canada,2010,Male,1715.702,1507.205,1934.184
25282806,COUNTRY,Canada,2017,Female,626.2146,488.5778,783.4564
25282807,COUNTRY,Canada,2012,Male,1619.393,1403.205,1845.169
25282808,COUNTRY,Canada,2012,Female,736.607,622.2194,860.3407
25282809,COUNTRY,Canada,2015,Both sexes,2073,1710.96,2470.289
25282810,COUNTRY,Canada,2016,Male,1446.532,1178.817,1743.583
25282811,COUNTRY,Canada,2013,Female,718.8596,598.5829,849.1017
25282812,COUNTRY,Canada,2010,Both sexes,2508,2184.018,2850.512
25282813,COUNTRY,Canada,2009,Male,1682.917,1484.881,1891.592
25282814,COUNTRY,Canada,2000,Both sexes,2993,2638.247,3373.615
25282815,COUNTRY,Canada,2003,Female,913.2581,791.4698,1045.371
25282816,COUNTRY,Canada,2006,Male,1991.65,1771.473,2225.16
25282817,COUNTRY,Canada,2004,Male,1985.858,1764.619,2218.784
25282818,COUNTRY,Canada,2007,Both sexes,2924,2576.633,3288.603
25282819,COUNTRY,Canada,2013,Both sexes,2212,1882.737,2567.757
25282820,COUNTRY,Canada,2008,Male,1867.497,1652.931,2091.896
25282821,COUNTRY,Canada,2005,Both sexes,3051,2693.928,3434.616
25282822,COUNTRY,Canada,2014,Male,1474.587,1253.844,1714.157
25282823,COUNTRY,Canada,2009,Both sexes,2418,2117.29,2739.061
25282824,COUNTRY,Canada,2016,Female,671.4675,531.4472,827.8493
25282825,COUNTRY,Canada,2005,Male,2075.033,1846.163,2319.188
25282826,COUNTRY,Canada,2008,Both sexes,2681,2357.586,3025.151
25282827,COUNTRY,Canada,2019,Female,645.064,489.7036,826.6276
25282828,COUNTRY,Canada,2016,Both sexes,2118,1710.265,2571.432
25282829,COUNTRY,Canada,2007,Female,854.1008,739.7161,975.0438
25282830,COUNTRY,Canada,2000,Male,2028.499,1801.775,2273.018
25282831,COUNTRY,Canada,2003,Both sexes,2871,2532.136,3230.328
25282832,COUNTRY,Canada,2001,Female,889.4944,768.3292,1016.841
25282833,COUNTRY,Canada,2017,Both sexes,2054.146,1625.169,2537.24
25282834,COUNTRY,Canada,2004,Both sexes,2846,2512.864,3201.613
25282835,COUNTRY,Canada,2018,Male,1378.023,1078.418,1718.277
25282836,COUNTRY,Canada,2002,Male,2044.153,1813.897,2288.352
25282837,COUNTRY,Canada,2002,Both sexes,3012,2651.311,3396.056
25282838,COUNTRY,Canada,2002,Female,967.8473,837.4137,1107.704
25282839,COUNTRY,Canada,2018,Both sexes,2013.02,1566.252,2524.056
25282840,COUNTRY,Canada,2003,Male,1957.742,1740.667,2184.956
